ROUTEID,INTERSECTIONKEY,INTERSECTIONNAME,ACISA,LPI,NTOR_SIGNAGE,ALL_PED_PHASE,BIKE_PHASE,QUEUE_JUMP,TRANSIT_SIGNAL_PRIORITY,PED_RECALL_MODE,HAWK,APS,MEASURE,STATUS,WARD,LATITUDE,LONGITUDE,SE_ANNO_CAD_DATA,OBJECTID,GLOBALID
,bf6f3ccd5e9065dba254a9038c3b9ea0,37TH STREET NW AND RESERVOIR ROAD NW,6241,Yes,Completed,No,No,No,No,Recall,No,No,,Active,2,38.91260159,-77.07267858,,51651,{55DC0F5C-7EC5-384D-E063-782F520A01CE}
,f71c7e0791c296da67be511240a0f247,9TH STREET NW AND MISSOURI AVENUE NW,5232,Yes,Completed,No,No,No,No,Recall,No,No,,Active,4,38.96030837,-77.0259518,,51652,{55DC0F5C-7EC6-384D-E063-782F520A01CE}
,ad461468a50802cadf5eda3af3caff11,Southern Ave & Suitland Rd SE,4157,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.861293,-76.949916,,51653,{55DC0F5C-7EC7-384D-E063-782F520A01CE}
,8464520802c424fe6afe50d60f155d38,Rhode Island Ave & Rhode Island Shopping Center,3453,Yes,No Signage,No,No,No,No,Actuated,No,Yes,,Active,5,38.9211744,-76.99373756,,51654,{55DC0F5C-7EC8-384D-E063-782F520A01CE}
,7a0f9c1d7e29e0e603b4cd40c9dfe38d,"Minnesota Avenue & DOES/WMATA Driveway, NE",4280,Yes,No Signage,No,No,No,No,Actuated,No,Yes,,Active,7,38.89743604,-76.94702279,,51655,{55DC0F5C-7EC9-384D-E063-782F520A01CE}
,5d6605e6390d77ff0e51efb9cec09f71,11th St & N St SE,4040,No,Completed,No,No,No,Yes,Recall,No,Yes,,Active,8,38.87461422,-76.99150054,,51656,{55DC0F5C-7ECA-384D-E063-782F520A01CE}
,fc44733f0302ebd01d17e21ca493bec8,14th St & Newton St NW,5212,Yes,Completed,No,No,No,No,Recall,No,No,,Active,1,38.931877,-77.032737,,51657,{55DC0F5C-7ECB-384D-E063-782F520A01CE}
,95dd1334a28f10e027e25818badf78bb,WILLOW STREET NW AND CARROLL STREET NW,5116,Yes,Completed,No,No,No,No,Recall,No,No,,Active,4,38.97477421,-77.01382273,,51658,{55DC0F5C-7ECC-384D-E063-782F520A01CE}
,0ec7c709a712be2258d26367381024fa,12th St & Maryland Ave SW,1220,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,6,38.884492,-77.028112,,51659,{55DC0F5C-7ECD-384D-E063-782F520A01CE}
,ef87eca343aefd4610fe216e180ac1bf,"5th St, Alabama Ave & Martin Luther King Jr Ave SE",4122,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,8,38.843295,-76.999662,,51660,{55DC0F5C-7ECE-384D-E063-782F520A01CE}
,ecc8fda7488f58766d262ec94afd84f1,4th St & E St SE,4010,Yes,Completed,No,No,No,No,Recall,No,No,,Active,6,38.883235,-77.000582,,51661,{55DC0F5C-7ECF-384D-E063-782F520A01CE}
,7bde8540bfc8cd8c277518c9ac127ba6,9th St & Constitution Ave NW,2037,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,2,38.892087,-77.02398,,51662,{55DC0F5C-7ED0-384D-E063-782F520A01CE}
,d8d9019d5c5ec0f6fcb972b23e18ba1f,15th St & T St NW,1047,Yes,Completed,No,No,No,No,Recall,No,No,,Active,2,38.915579,-77.034537,,51663,{55DC0F5C-7ED1-384D-E063-782F520A01CE}
,b1b816d3c14baf7eac5e4b47a50be38f,20th St & Rhode Island Ave NE,3191,Yes,No Signage,No,No,No,Yes,Recall,No,No,,Active,5,38.929047,-76.976239,,51664,{55DC0F5C-7ED2-384D-E063-782F520A01CE}
,e99d5a01581b966bcc14f66029621252,15th St & K St NW,1037,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,2,38.90255,-77.034587,,51665,{55DC0F5C-7ED3-384D-E063-782F520A01CE}
,e43f022b91b7e71bbad36025cafd562c,Georgia Ave & Webster St NW,5265,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,4,38.944004,-77.026065,,51666,{55DC0F5C-7ED4-384D-E063-782F520A01CE}
,7e97b7c7824c206ef124963bcda3454a,Florida Ave & R St NW (East),3454,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.91261308,-77.01331034,,51667,{55DC0F5C-7ED5-384D-E063-782F520A01CE}
,422b746e6baf211886eaeef8955cfcb9,3rd St & Maryland Ave SW,2185,Yes,Completed,No,No,No,No,Recall,No,No,,Active,2,38.888185,-77.015222,,51668,{55DC0F5C-7ED6-384D-E063-782F520A01CE}
,5e611998d1935f1ba9666c6ae6b52ee9,N Capitol St & P St,3040,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.909639,-77.009054,,51669,{55DC0F5C-7ED7-384D-E063-782F520A01CE}
,e22b6cf4c8b492df313019a6f36f2f04,13th St & U St NW,2146,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,1,38.917011,-77.02962,,51670,{55DC0F5C-7ED8-384D-E063-782F520A01CE}
,89105c5569956ee59ba5f9b3dce78758,"ST ELIZABETHS AVE, ACCESS ROAD AND GATE 4 ENTRANCE, SE",4287,No,No Signage,No,No,No,No,Actuated,No,Yes,,Active,8,38.85251829,-77.00569358,,51671,{55DC0F5C-7ED9-384D-E063-782F520A01CE}
,1f57197288ea6471d6af5b717f6223dd,Rock Creek and Potomac Pkwy & Virginia Ave NW,1194,No,Completed,No,No,No,No,Recall,No,Yes,,Active,2,38.900956,-77.057186,,51672,{55DC0F5C-7EDA-384D-E063-782F520A01CE}
,8dff7352862691f4c913eb6d89b69985,3rd St & Rhode Island Ave NW,3010,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.914486,-77.01574,,51673,{55DC0F5C-7EDB-384D-E063-782F520A01CE}
,1c89f6e75e9046b9847d8b838d7887b9,"11th St & I-295 Ramps C1, C2, C4",4261,No,No Signage,No,No,No,No,Actuated,No,Yes,,Active,8,38.86887234,-76.98823745,,51674,{55DC0F5C-7EDC-384D-E063-782F520A01CE}
,255b542bcd5fbbd60209fdeb3f23fbad,WISCONSIN AVENUE NW AND RODMAN STREET NW,6151,Yes,Completed,No,No,No,Yes,Recall,No,Yes,,Active,3,38.93955254,-77.07503881,,51675,{55DC0F5C-7EDD-384D-E063-782F520A01CE}
,,CONNECTICUT AVENUE AND CHESAPEAKE STREET NW,6283,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,3,38.95073368,-77.06732722,,51676,{55DC0F5C-7EDE-384D-E063-782F520A01CE}
,0a91d2c64fc73ccc767ff49a3ddcdff1,5th St & C St NE (North),3066,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,6,38.894086,-76.999519,,51677,{55DC0F5C-7EDF-384D-E063-782F520A01CE}
,9159f2214e08ba8ccfa7f97d6b383798,"46th St, Southern Ave & Marlboro Pike, Bowen Rd SE",4151,Yes,Completed,No,No,No,No,Recall,No,No,,Active,7,38.87382542,-76.93385652,,51678,{55DC0F5C-7EE0-384D-E063-782F520A01CE}
,1a8b4c09569395337ef82f081c0fff61,11th St & Columbia Rd NW,5023,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,1,38.927746,-77.027276,,51679,{55DC0F5C-7EE1-384D-E063-782F520A01CE}
,347f111f531c3e41b00c4ba7ac191b51,Pennsylvania Ave & Constitution Ave (West) NW,2205,No,No Signage,No,No,No,No,Recall,No,No,,Active,2,38.892385,-77.018552,,51680,{55DC0F5C-7EE2-384D-E063-782F520A01CE}
,a6d22609e3a7544f668a4b12cf778f54,"Rhode Island Ave, U St & Lincoln Rd NE",3035,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.917475,-77.007146,,51681,{55DC0F5C-7EE3-384D-E063-782F520A01CE}
,a207b32fcb13981ea28669a7ea48ab8f,14th St & Upshur St NW,5072,Yes,Completed,No,No,Yes,No,Recall,No,No,,Active,4,38.941877,-77.032731,,51682,{55DC0F5C-7EE4-384D-E063-782F520A01CE}
,baa552d7e859906ebdaa4bb3133fcb0f,"12th St & Maryland Ave, F St NE",3098,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.897344,-76.990252,,51683,{55DC0F5C-7EE5-384D-E063-782F520A01CE}
,f05ad48437e01aa6ae67d726c4e0f364,1st St & Q St NW,3005,Yes,Completed,No,No,No,No,Recall,No,No,,Active,5,38.911125,-77.012169,,51684,{55DC0F5C-7EE6-384D-E063-782F520A01CE}
,3a7b79d0cf1a5667a3e3fef4454cfed2,Adams Mill Rd/Irving St & Kenyon St NW,6054,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,1,38.92975213,-77.04417136,,51685,{55DC0F5C-7EE7-384D-E063-782F520A01CE}
,c7ef8f0993239a4be5f6382c019d1a9f,MILITARY ROAD NW AND 31ST STREET NW,6017,Yes,Completed,No,No,No,No,TOD Recall,No,No,,Active,4,38.9610236,-77.06212944,,51686,{55DC0F5C-7EE8-384D-E063-782F520A01CE}
,2159131dda6ad7b94572f93f2ef58e8f,14th St & C St SW,1222,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,6,38.885967,-77.031932,,51687,{55DC0F5C-7EE9-384D-E063-782F520A01CE}
,f3a7c7a0ff5ef2117753ea8b1d0dd199,38th St & Alabama Ave SE,4092,Yes,Completed,No,No,No,No,Recall,No,No,,Active,7,38.86526,-76.95221,,51688,{55DC0F5C-7EEA-384D-E063-782F520A01CE}
,da31d3bbc19ad66c9906c17faa180df4,7th St & D St SW,1205,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.884843,-77.02192,,51689,{55DC0F5C-7EEB-384D-E063-782F520A01CE}
,7017cfabaae3a8e69d6a603f5e2ff18a,20th St & Pennsylvania Ave NW,1129,Yes,Completed,No,No,No,Yes,Recall,No,Planned,,Active,2,38.900719,-77.044907,,51690,{55DC0F5C-7EEC-384D-E063-782F520A01CE}
,c6872def31b852ce8ffa2b286bea8e16,CONNECTICUT AVENUE NW AND NEBRASKA AVENUE NW,6075,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,3,38.95604112,-77.07041323,,51691,{55DC0F5C-7EED-384D-E063-782F520A01CE}
,747a78ce658dc641dadd59856297763f,Southern Av SE & United Medical Center (HAWK),4274,No,No Signage,No,No,No,No,Actuated,Yes,Yes,,Active,8,38.835609,-76.982857,,51692,{55DC0F5C-7EEE-384D-E063-782F520A01CE}
,0875c9085f369cc5f2f984a9981632fd,24th St & Massachusetts Ave NW,6005,Yes,No Signage,No,No,No,Yes,Recall,No,Yes,,Active,2,38.913619,-77.052658,,51693,{55DC0F5C-7EEF-384D-E063-782F520A01CE}
,50d41659bda45a9341ae779645712d0c,8th St & H St NW,1388,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,2,38.899814,-77.022948,,51694,{55DC0F5C-7EF0-384D-E063-782F520A01CE}
,19f3a12b62f065d424226509db37b106,30TH STREET NW AND MILITARY ROAD NW,6250,Yes,No Signage,No,No,No,No,TOD Recall,No,No,,Active,4,38.96102592,-77.05975306,,51695,{55DC0F5C-7EF1-384D-E063-782F520A01CE}
,7e620166e9c84a7d1b94a3850241b407,4th St & New York Ave NW,3012,No,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.90488657,-77.01618252,,51696,{55DC0F5C-7EF2-384D-E063-782F520A01CE}
,f8b0ef8fbafe450a996cc4dddc7a3d98,"Georgia Ave & Columbia Rd, Hobart Pl NW",5121,Yes,Completed,No,No,Yes,Yes,Recall,No,Yes,,Active,1,38.928125,-77.023078,,51697,{55DC0F5C-7EF3-384D-E063-782F520A01CE}
,8649b5868fbfd89b9e507306b43ae439,"Martin Luther King Jr Ave, Cypress St, and Mliwaukee Pl, SE",4128,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,8,38.84753289,-76.99602595,,51698,{55DC0F5C-7EF4-384D-E063-782F520A01CE}
,95af3d7706724a418918f3671e1e935a,"22nd St, South Dakota Ave NE & Newton St NE",3204,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.933784,-76.974195,,51699,{55DC0F5C-7EF5-384D-E063-782F520A01CE}
,5f6face2ef4c5771cb77a1576e9fb0d0,"14th St, Kentucky Ave & D St SE",4047,No,Completed,All-Ped Phase,No,No,No,Recall,No,Yes,,Active,6,38.884111,-76.98552,,51700,{55DC0F5C-7EF6-384D-E063-782F520A01CE}
,b323c19354d41dc707be72168ca770ea,20th St & Franklin St NE,3157,Yes,Completed,No,No,No,No,Recall,No,No,,Active,5,38.925572,-76.976227,,51701,{55DC0F5C-7EF7-384D-E063-782F520A01CE}
,a57df77acff2d16b0e1d9951b6f7df31,9th St & D St NW,2068,Yes,Completed,No,Yes,No,No,Recall,No,Yes,,Active,2,38.894842,-77.023967,,51702,{55DC0F5C-7EF8-384D-E063-782F520A01CE}
,e7dd05255fc66ebc5b289793aca89fd2,MILITARY ROAD NW AND 27TH STREET NW,6006,Yes,Completed,No,No,No,No,Actuated,No,No,,Active,4,38.96102065,-77.05620285,,51703,{55DC0F5C-7EF9-384D-E063-782F520A01CE}
,2de18173972470b339848ed8e5b9a807,WISCONSIN AVENUE NW AND WESTERN AVENUE NW,6129,Yes,Completed,No,No,No,Yes,Recall,No,No,,Active,3,38.96079005,-77.08573495,,51704,{55DC0F5C-7EFA-384D-E063-782F520A01CE}
,,"WESTERN AVE AND LISNER HOME ENT, NW",6237,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,3,38.962584,-77.083425,,51705,{55DC0F5C-7EFB-384D-E063-782F520A01CE}
,594d626514ebd21bac21f63b3c4a99e8,"6th St & Penn St, Brentwood Pkwy NE",3256,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.90965,-76.995816,,51706,{55DC0F5C-7EFC-384D-E063-782F520A01CE}
,d41c2f9f75da667f540d0e457efb0f3a,GEORGIA AVENUE NW AND ELDER STREET NW,5125,Yes,No Signage,No,No,No,Yes,Recall,No,Yes,,Active,4,38.97729356,-77.02650155,,51707,{55DC0F5C-7EFD-384D-E063-782F520A01CE}
,0d6db238f0ba1de6e5e76fba57d53053,14th St Bridge Ramp & Maine Ave SW,1245,No,Completed,No,No,No,No,Recall,No,No,,Active,6,38.88327,-77.03182,,51708,{55DC0F5C-7EFE-384D-E063-782F520A01CE}
,4eac6116567377179ff307382e19a3fe,1st St & Florida Ave NW,3006,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,5,38.912118,-77.012156,,51709,{55DC0F5C-7EFF-384D-E063-782F520A01CE}
,96cc274acba5726e1663fdeedddfd576,Pennsylvania Av & 27th St SE & O St SE,4140,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.872813,-76.968989,,51710,{55DC0F5C-7F00-384D-E063-782F520A01CE}
,03dc8234a2c3740142585db99c22af48,14th St & Pennsylvania Ave NW/E St NW,1011,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,2,38.896101,-77.031959,,51711,{55DC0F5C-7F01-384D-E063-782F520A01CE}
,3e6fca0498042d8c5186f029a80a9675,Minnesota Ave & Grant St NE,4083,Yes,Completed,No,No,No,Yes,Recall,No,Yes,,Active,7,38.898418,-76.946578,,51712,{55DC0F5C-7F02-384D-E063-782F520A01CE}
,f58d995ee2327b19c0ff94910468b1cd,New York Ave & Florida Ave NE,3033,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,5,38.90890492,-77.00459505,,51713,{55DC0F5C-7F03-384D-E063-782F520A01CE}
,f3c0fdd0e05533c44ca677e187da8299,Michigan Ave & 7th St NE,3232,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,5,38.933071,-76.99642,,51714,{55DC0F5C-7F04-384D-E063-782F520A01CE}
,4c03024a0c7d01f4f653016d4f7bbcff,12th St & H St NW,2120,Yes,Completed,No,No,No,No,Recall,No,No,,Active,2,38.89983,-77.028076,,51715,{55DC0F5C-7F05-384D-E063-782F520A01CE}
,2a48866378af459931f89aa816934fff,"28th St & Rhode Island Ave, Monroe St NE",3195,Yes,Completed,No,No,No,Yes,Recall,No,No,,Active,5,38.932985,-76.968073,,51716,{55DC0F5C-7F06-384D-E063-782F520A01CE}
,05aa149c5654a48df682a275575778a3,EASTERN AVENUE NE AND RIGGS ROAD NE,5190,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,4,38.96161897,-76.99722346,,51717,{55DC0F5C-7F07-384D-E063-782F520A01CE}
,04eab17816b0ebe7fe88f4688908ed7c,"15th St, Maryland Ave, Bladensburg Rd & H St, Benning Rd NE",3114,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.900145,-76.983427,,51718,{55DC0F5C-7F08-384D-E063-782F520A01CE}
,dc0161a57d38ed06885dd710229cfdd5,Irving St & N Capitol SB Off-Ramp,5208,No,Completed,No,No,No,No, ,No,No,,Active,5,38.93123176,-77.00842693,,51719,{55DC0F5C-7F09-384D-E063-782F520A01CE}
,e5e572afc3d44cb645b0a5d71ebd1a57,10th St & Monroe St NE,3168,Yes,Completed,No,No,No,No,Recall,No,No,,Active,5,38.93247,-76.992634,,51720,{55DC0F5C-7F0A-384D-E063-782F520A01CE}
,bf0be029b41ab72b68b1a0497044f1a6,Georgia Ave & Howard Pl NW,5131,Yes,Completed,No,No,No,No,Recall,No,No,,Active,1,38.922339,-77.022266,,51721,{55DC0F5C-7F0B-384D-E063-782F520A01CE}
,88e20e8b6c7d94b18b5d86ed1f07c1fe,14th St & Wallach Pl NW,1386,No,No Signage,No,No,No,No,Actuated,Yes,Yes,,Active,1,38.916299,-77.031938,,51722,{55DC0F5C-7F0C-384D-E063-782F520A01CE}
,2aa5714c10c839a1a138234d8cc359df,Martin Luther King Jr Ave & W St SE,4131,Yes,Completed,No,No,Yes,No,Recall,No,Yes,,Active,8,38.864894,-76.989752,,51723,{55DC0F5C-7F0D-384D-E063-782F520A01CE}
,cdf0bbf982f932070b6b69c508737956,"4th St, New Jersey Ave & P St NW",3011,Yes,Completed,No,No,No,No,Recall,No,No,,Active,5,38.90964982,-77.01623154,,51724,{55DC0F5C-7F0E-384D-E063-782F520A01CE}
,00cb0ddde12994798ef96716cef67752,21st St & Virginia Ave NW,1145,Yes,Completed,No,Yes,No,Yes,Recall,No,No,,Active,2,38.895325,-77.04668,,51725,{55DC0F5C-7F0F-384D-E063-782F520A01CE}
,070d0caab51fca1f74c7f4da61c07381,FOXHALL ROAD NW AND Q STREET NW,6090,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,3,38.91066282,-77.08389064,,51726,{55DC0F5C-7F10-384D-E063-782F520A01CE}
,fa8c77417983d83baadb437979bee64d,20th St & G St NW,1121,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,2,38.898336,-77.044911,,51727,{55DC0F5C-7F11-384D-E063-782F520A01CE}
,e33424ba9c660a93b6560e8b006f25fb,15th St & D St NE,3113,Yes,Completed,No,No,No,No,Recall,No,No,,Active,6,38.894785,-76.983655,,51728,{55DC0F5C-7F12-384D-E063-782F520A01CE}
,aafcc57471c904924811722e9d562455,Minnesota Ave & Randle Cir SE (East Side),4137,Yes,Completed,No,No,No,No,Actuated,No,Yes,,Active,7,38.878572,-76.96117,,51729,{55DC0F5C-7F13-384D-E063-782F520A01CE}
,914c5d70353bfd586649cf918e431393,41ST STREET NW AND WESTERN AVENUE NW,6041,Yes,Completed,No,No,No,No,Recall,No,No,,Active,3,38.9649817,-77.08037386,,51730,{55DC0F5C-7F14-384D-E063-782F520A01CE}
,cbbbd3ba903b7cfb71e0631999056169,"Atlantic St & Livingston Rd, Valley Ave SE",4108,Yes,No Signage,No,No,No,No,Actuated,No,Yes,,Active,8,38.830965,-77.00355,,51731,{55DC0F5C-7F15-384D-E063-782F520A01CE}
,af8af1c50ef2f0458559493f655a3187,4th St & New York Ave NE,3178,Yes,No Signage,No,No,No,No,Actuated,No,Yes,,Active,5,38.911053,-76.998321,,51732,{55DC0F5C-7F16-384D-E063-782F520A01CE}
,646753ea51b01ff0b3ea826d549e77fe,"27th St & Whitehurst Fwy, K St NW",1237,Yes,Completed,No,No,No,No,Recall,No,No,,Active,2,38.90254,-77.056122,,51733,{55DC0F5C-7F17-384D-E063-782F520A01CE}
,c1f22af79b65ede691cd90329fad1b42,"7th St & Rhode Island Ave, R St NW",3025,No,Completed,No,No,No,No,Recall,No,Yes,,Active,2,38.91250048,-77.02193525,,51734,{55DC0F5C-7F18-384D-E063-782F520A01CE}
,6d3b09264fa72c0daff56caa3ced8541,6th St & K St NE,3076,Yes,Completed,No,No,No,No,Recall,No,No,,Active,6,38.902522,-76.998443,,51735,{55DC0F5C-7F19-384D-E063-782F520A01CE}
,bc6587b53ba140e009ba8d3c90939651,ARIZONA AVENUE NW AND MACARTHUR BOULEVARD NW,6094,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,3,38.9273665,-77.10403709,,51736,{55DC0F5C-7F1A-384D-E063-782F520A01CE}
,4edfa155593490e7381c4ae1abbe9519,Independence Ave & D.C. War Memorial (Ped Crossing),1392,No,No Signage,No,No,No,No,Actuated,No,Yes,,Active,2,38.88689,-77.043508,,51737,{55DC0F5C-7F1B-384D-E063-782F520A01CE}
,1da9269c5b42a420e9f2d680f92247e2,N Capitol St & Franklin St,5291,Yes,Completed,No,No,No,No,Actuated,No,Yes,,Active,5,38.92514199,-77.00903984,,51738,{55DC0F5C-7F1C-384D-E063-782F520A01CE}
,536e0b3b9c69f16629f8f61897d7e493,2nd St & D St SE (North),4004,Yes,Completed,No,No,No,No,Recall,No,No,,Active,6,38.885068,-77.003519,,51739,{55DC0F5C-7F1D-384D-E063-782F520A01CE}
,1e25852a68224f01f7e77e4b6def8adb,22nd St & Alabama Ave SE,4195,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,8,38.850979,-76.974203,,51740,{55DC0F5C-7F1E-384D-E063-782F520A01CE}
,83420005db7be1c5a0734c260d982f15,53rd St & E Capitol St,4174,Yes,Completed,No,No,No,No,Recall,No,Planned,,Active,7,38.88976729,-76.92605723,,51741,{55DC0F5C-7F1F-384D-E063-782F520A01CE}
,1c9a07f86a6d82f141a4187d76984d15,4th St & M St SE,2259,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,8,38.87648769,-77.00058302,,51742,{55DC0F5C-7F20-384D-E063-782F520A01CE}
,3eadd2d53012060439bb71dabd26870b,Pennsylvania Av & 30th St SE,4142,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.871096,-76.964771,,51743,{55DC0F5C-7F21-384D-E063-782F520A01CE}
,1a0f746ff9415ac89fdf964a5367254e,13th St & H St NE,3105,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.900204,-76.988318,,51744,{55DC0F5C-7F22-384D-E063-782F520A01CE}
,41901c755fd7cb8acba714e56ecb8577,Rock Creek Church Rd & Upshur St NW,5166,Yes,Completed,No,No,No,No,Recall,No,No,,Active,4,38.942146,-77.013327,,51745,{55DC0F5C-7F23-384D-E063-782F520A01CE}
,5ff99dbad89ec95960f1da84330ad221,13th St & F St NW,2133,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,2,38.897358,-77.029626,,51746,{55DC0F5C-7F24-384D-E063-782F520A01CE}
,c18ac1a00e2c8c520424cae0f97daa2c,4th St & Bryant St NW,3239,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,1,38.920369,-77.018029,,51747,{55DC0F5C-7F25-384D-E063-782F520A01CE}
,9905ba76942a98c4d4cd55a4cd3992dc,1st St & Riggs Rd NE,5271,Yes,No Signage,No,Yes,No,No,Recall,No,Yes,,Active,4,38.955413,-77.006267,,51748,{55DC0F5C-7F26-384D-E063-782F520A01CE}
,83245e27fa7e0094f961ac9cf1e68e0f,S Capitol St & Danbury St,4290,No,No Signage,No,No,No,No,Actuated,Yes,Yes,,Active,8,38.827799,-77.007678,,51749,{55DC0F5C-7F27-384D-E063-782F520A01CE}
,ce6e2f4fe999a1e9a45563e5c4339d8c,"4th St & Rhode Island Ave, Florida Ave, S St NW",3013,No,Completed,No,No,No,No,Recall,No,Yes,,Active,1,38.914166,-77.016965,,51750,{55DC0F5C-7F28-384D-E063-782F520A01CE}
,97202e7111006aed7957456c4be302d7,15th St & Madison Dr NW,1243,Yes,No Signage,No,No,No,No,Actuated,No,No,,Active,2,38.890153,-77.033033,,51751,{55DC0F5C-7F29-384D-E063-782F520A01CE}
,caabb34b7b07686dd84e8f79320fa0e8,Michigan Av & Perry St NE,3465,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,5,38.936175,-76.992401,,51752,{55DC0F5C-7F2A-384D-E063-782F520A01CE}
,b926f552dc286cbc9241e13ace25aa86,20th St & M St NW,1125,Yes,Completed,No,No,No,Yes,Recall,No,No,,Active,2,38.905664,-77.044889,,51753,{55DC0F5C-7F2B-384D-E063-782F520A01CE}
,92f80c3e7796fa343362c7040eb91c15,"36th St, Minnesota Ave SE & B St SE",4134,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.887577,-76.954635,,51754,{55DC0F5C-7F2C-384D-E063-782F520A01CE}
,d3175c65382a020776b29c0a57048abf,"3rd St & Massachusetts Ave, H St NW",2020,No,No Signage,No,No,No,No,Recall,No,Yes,,Active,6,38.899848,-77.015182,,51755,{55DC0F5C-7F2D-384D-E063-782F520A01CE}
,f0f2a1994c7826350de6f01231810b6f,1st St & L St NE,2245,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.903742,-77.005896,,51756,{55DC0F5C-7F2E-384D-E063-782F520A01CE}
,477b2c81a83048be27f121756beae0bc,"Rhode Island Ave & Reed St, Washington Pl NE",3196,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.92199806,-76.99386439,,51757,{55DC0F5C-7F2F-384D-E063-782F520A01CE}
,4d2c85fa5f2ffcdf21f60cc310af931d,14th St & Independence Av SW,1223,Yes,Completed,No,No,No,No,Recall,No,No,,Active,2,38.887569,-77.031959,,51758,{55DC0F5C-7F30-384D-E063-782F520A01CE}
,1319ed15450297feb7d3e8c16ad6aaba,"N Capitol St, Hawaii Ave NE, Rock Creek Church Rd NW & Buchanan St NE",5197,Yes,Completed,No,No,No,No,Actuated,No,No,,Active,4,38.947267,-77.00862,,51759,{55DC0F5C-7F31-384D-E063-782F520A01CE}
,6ae027bbbb3bf8c59cdd7045cc9598bb,I-295 ON-RAMP C & I-295 OFF-RAMP T SE,4285,No,No Signage,No,No,No,No, ,No,No,,Active,8,38.8435507,-77.00792189,,51760,{55DC0F5C-7F32-384D-E063-782F520A01CE}
,d7a7469c77c590f694b4ddea9ce15da2,6th St & New York Ave NW,2047,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,6,38.90358456,-77.0199081,,51761,{55DC0F5C-7F33-384D-E063-782F520A01CE}
,663bf4268099bb6c7f97d647de895ccf,"5th St & D St, Indiana Ave NW",2239,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,6,38.894806,-77.018938,,51762,{55DC0F5C-7F34-384D-E063-782F520A01CE}
,a1837a908d97055a829552037fcee19a,"CANAL RD AND CHAIN BRIDGE, NW",6058,No,Completed,No,No,No,No, ,No,No,,Active,3,38.93025131,-77.1117377,,51763,{55DC0F5C-7F35-384D-E063-782F520A01CE}
,7f17737e2fa2e7d7bd40f7a33c68c5a5,"9th St, Parsons Ave & M St SE",4031,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,8,38.876491,-76.993759,,51764,{55DC0F5C-7F36-384D-E063-782F520A01CE}
,0f43b1ff20fad66fbb0f07f303c4afc7,13th St & Kennedy St NW,5043,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,4,38.95622444,-77.02969696,,51765,{55DC0F5C-7F37-384D-E063-782F520A01CE}
